"","LInkZip","iMISID","ZCTA","NameLnk","NAME","PLACEFP","STATEFP","GISJOIN","SUST_MANAGER","SUST_CEOPLAN","SUST_CITCOMM","SUST_BUDGET","SUST_STAFF","POV_POL_CNT","POV_POL_PER","WAT_POL_PER","WAT_POL_CNT","EM_POL_CNT","EM_POL_PER","USTATE.","USTATE","UPO","UMETRO","STATE_GHG","STATE_WATER","STATE_POV","GEO.id","POV_PERCENT_POP","PER_CAP_INC","COL_DEG_PER","DEM_VOTE_PER","NRDC_COUNT","NRDC_PER_ZIP_POP","NRDC_PER_TOTNRDC","WATER_STRESS_RANKS","WATER_STRESS_TOPN_PER","WATER_STRESS_ABS","TOT_POP"
"266",28697,207894,"28697","37_Wilkesboro","Wilkesboro","74020","37","G37074020",0,0,0,0,0,1,0.2,0,0,0,0,37,"NC","Wilkesboro",0,0.7,11,1.6,"8600000US28697","23.8","27318","17.5589545",30.57,18,0.00144242327109544,0,37,0,0.425051221,66655
"267",28705,181008,"28705","37_Bakersville","Bakersville","03100","37","G37003100",0,0,0,0,0,0,0,0,0,0,0,37,"NC","Bakersville",0,0.7,11,1.6,"8600000US28705","18.5","17187","11.5319231",28.93,13,0.00192821121328983,0,8,0,0.385834362,15784
"268",28712,121021,"28712","37_Brevard","Brevard","07720","37","G37007720",0,0,1,0,0,0,0,0,0,0,0,37,"NC","Brevard",0,0.7,11,1.6,"8600000US28712","14.2","24761","28.6490327",43.63,145,0.00787016934433348,2e-04,8,0,0.385834362,30187
"269",28716,121037,"28716","37_Canton","Canton","10240","37","G37010240",1,0,0,0,1,0,0,0.6,3,0,0,37,"NC","Canton",0,0.7,11,1.6,"8600000US28716","11","21907","13.3454067",46.06,28,0.00161039857364698,0,8,0,0.385834362,3867
"270",28786,181071,"28786","37_Waynesville","Waynesville","71500","37","G37071500",1,0,0,0,1,0,0,0.2,1,0,0,37,"NC","Waynesville",0,0.7,11,1.6,"8600000US28786","14.2","25428","21.8137894",46.06,69,0.00334059549745824,1e-04,8,0,0.385834362,9877
"271",28792,181084,"28792","37_Hendersonville","Hendersonville","30720","37","G37030720",0,1,1,0,1,4,0.8,0.2,1,0,0,37,"NC","Hendersonville",0,0.7,11,1.6,"8600000US28792","16.9","22860","18.295601",39.37,96,0.00306356905795251,1e-04,8,0,0.385834362,102367
"272",28801,121137,"28801","37_Asheville","Asheville","02140","37","G37002140",0,1,0,1,0,4,0.8,0,0,0,0,37,"NC","Asheville",1,0.7,11,1.6,"8600000US28801","36.6","22752","31.5923895",57.05,85,0.00610150025123825,1e-04,8,0,0.385834362,229047
"273",29108,181144,"29108","45_Newberry","Newberry","49570","45","G45049570",1,0,0,0,0,1,0.2,0.4,2,0,0,45,"SC","Newberry",0,0,6.5,1.27,"8600000US29108","21.6","18649","18.5144541",41.09,14,0.000668417283361184,0,29,0,0.416575058,10907
"274",29138,121271,"29138","45_Saluda","Saluda","63250","45","G45063250",0,0,0,0,1,0,0,0,0,0,0,45,"SC","Saluda",0,0,6.5,1.27,"8600000US29138","19.3","17501","10.2729037",39.03,13,0.00123024510267815,0,29,0,0.416575058,2910
"275",29170,121291,"29170","45_West Columbia","West Columbia","75850","45","G45075850",1,0,0,0,0,0,0,0,0,0,0,45,"SC","West Columbia",0,0,6.5,1.27,"8600000US29170","9.9","25424","16.3974948",30.76,7,0.000341180484476288,0,29,0,0.416575058,2939
"276",29180,121314,"29180","45_Winnsboro","Winnsboro","78460","45","G45078460",1,0,0,0,0,0,0,0.4,2,0,0,45,"SC","Winnsboro",0,0,6.5,1.27,"8600000US29180","21.5","18094","13.6497875",65.99,10,0.000674581759309228,0,29,0,0.416575058,3577
"277",29325,181208,"29325","45_Clinton","Clinton","15295","45","G45015295",1,0,0,0,0,0,0,0,0,0,0,45,"SC","Clinton",0,0,6.5,1.27,"8600000US29325","23.6","17711","19.0766334",40.82,8,0.00053152614444223,0,29,0,0.416575058,8892
"278",29360,181211,"29360","45_Laurens","Laurens","40615","45","G45040615",0,0,0,0,0,3,0.6,0,0,0,0,45,"SC","Laurens",0,0,6.5,1.27,"8600000US29360","18.5","19085","13.5817998",40.82,14,0.000670658682634731,0,29,0,0.416575058,69681
"279",29483,181272,"29483","45_Summerville","Summerville","70270","45","G45070270",0,0,0,1,1,1,0.2,0,0,0,0,45,"SC","Summerville",0,0,6.5,1.27,"8600000US29483","13.4","23550","17.6382128",42.15,40,0.000613008030405198,1e-04,29,0,0.416575058,45193
"280",29512,121754,"29512","45_Bennettsville","Bennettsville","05680","45","G45005680",0,0,1,0,0,0,0,0,0,0,0,45,"SC","Bennettsville",0,0,6.5,1.27,"8600000US29512","29.5","14215","8.0312069",62.97,6,0.000309103085879141,0,37,0,0.425051221,28704
"281",29520,121765,"29520","45_Cheraw","Cheraw","13600","45","G45013600",0,0,0,0,0,0,0,0,0,0,0,45,"SC","Cheraw",0,0,6.5,1.27,"8600000US29520","23.9","17932","13.5288736",48.51,7,0.000511583717021121,0,37,0,0.425051221,5427
"282",29532,207667,"29532","45_Darlington","Darlington","18565","45","G45018565",0,0,1,1,0,0,0,0.4,2,0,0,45,"SC","Darlington",0,0,6.5,1.27,"8600000US29532","21","18969","11.6209539",49.93,9,0.000440442399921699,0,37,0,0.425051221,6666
"283",29582,181347,"29582","45_North Myrtle Beach","North Myrtle Beach","51280","45","G45051280",1,0,0,0,0,0,0,0.4,2,0,0,45,"SC","North Myrtle Beach",0,0,6.5,1.27,"8600000US29582","6.9","36116","27.1302419",37.57,34,0.00236834772917247,1e-04,37,0,0.425051221,15816
"284",29631,121963,"29631","45_Clemson","Clemson","14950","45","G45014950",0,0,1,0,0,1,0.2,0.4,2,1,0.2,45,"SC","Clemson",0,0,6.5,1.27,"8600000US29631","35.1","23829","61.5818345",26.42,56,0.00415584415584416,1e-04,44,0,0.428459181,13012
"285",29671,181420,"29671","45_Pickens","Pickens","56140","45","G45056140",0,0,0,0,0,2,0.4,0.6,3,0,0,45,"SC","Pickens",0,0,6.5,1.27,"8600000US29671","15.6","22043","12.2881711",26.42,18,0.00104275286757039,0,44,0,0.428459181,3026
"286",29708,383254,"29708","45_Tega Cay","Tega Cay","71417","45","G45071417",0,0,0,0,0,0,0,0.2,1,0,0,45,"SC","Tega Cay",0,0,6.5,1.27,"8600000US29708","3.8","36345","35.2192199",41.03,33,0.0013602077408186,0,29,0,0.416575058,5014
"287",29710,181438,"29710","45_Clover","Clover","15355","45","G45015355",0,0,1,0,0,0,0,0,0,0,0,45,"SC","Clover",0,0,6.5,1.27,"8600000US29710","11.8","29712","21.8471759",41.03,38,0.00136142161077673,1e-04,29,0,0.416575058,4916
"288",29824,181477,"29824","45_Edgefield","Edgefield","22795","45","G45022795",0,0,0,0,0,0,0,0,0,0,0,45,"SC","Edgefield",0,0,6.5,1.27,"8600000US29824","25.2","15884","11.2291554",44.48,3,0.000349772647778944,0,44,0,0.428459181,4418
"289",29924,181502,"29924","45_Hampton","Hampton","31885","45","G45031885",0,0,0,0,0,0,0,0,0,0,0,45,"SC","Hampton",0,0,6.5,1.27,"8600000US29924","18.8","21325","16.7611869",62.84,3,0.000731885825811174,0,29,0,0.416575058,21075
"290",30002,122250,"30002","13_Avondale Estates","Avondale Estates","04644","13","G13004644",1,0,0,0,0,0,0,0,0,0,0,13,"GA","Avondale Estates",0,0,18.5,1.65,"8600000US30002","19.3","33052","39.2346793",79.52,41,0.00705558423679229,1e-04,38,0,0.42523387,2830
"291",30004,181661,"30004","13_Alpharetta","Alpharetta","01696","13","G13001696",1,1,0,0,0,1,0.2,0,0,0,0,13,"GA","Alpharetta",0,0,18.5,1.65,"8600000US30004","5","48578","45.0951954",67.64,93,0.00181505913579765,1e-04,40,0,0.426112986,49903
"292",30004,474052,"30004","13_Milton","Milton","51670","13","G13051670",1,0,1,0,1,0,0,0,0,0,0,13,"GA","Milton",0,0,18.5,1.65,"8600000US30004","5","48578","45.0951954",67.64,93,0.00181505913579765,1e-04,40,0,0.426112986,15156
"293",30011,397294,"30011","13_Auburn","Auburn","04140","13","G13004140",0,1,1,1,1,1,0.2,0.2,1,0,0,13,"GA","Auburn",0,0,18.5,1.65,"8600000US30011","9.4","21551","12.7268222",27.42,4,0.000266933600266934,0,38,0,0.42523387,7496
"294",30012,181678,"30012","13_Conyers","Conyers","19336","13","G13019336",1,0,1,0,0,0,0,0.2,1,0,0,13,"GA","Conyers",0,0,18.5,1.65,"8600000US30012","20.5","20753","12.5372657",54.81,24,0.000870511425462459,0,38,0,0.42523387,13545
"295",30014,122594,"30014","13_Covington","Covington","20064","13","G13020064",0,0,0,0,0,3,0.6,0,0,0,0,13,"GA","Covington",0,0,18.5,1.65,"8600000US30014","16.8","21244","14.8854392",50.6,20,0.000552318356300572,0,38,0,0.42523387,98542
"296",30021,181533,"30021","13_Clarkston","Clarkston","16544","13","G13016544",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Clarkston",0,0,18.5,1.65,"8600000US30021","35.6","14969","14.7027841",79.52,16,0.000714955985522141,0,39,0,0.425510167,7836
"297",30024,255204,"30024","13_Suwanee","Suwanee","74936","13","G13074936",0,0,0,0,0,0,0,0.6,3,0,0,13,"GA","Suwanee",0,0,18.5,1.65,"8600000US30024","4.9","38439","37.9197877",44.84,36,0.000559771115810424,1e-04,39,0,0.425510167,16277
"298",30025,181785,"30025","13_Social Circle","Social Circle","71660","13","G13071660",1,0,0,0,0,2,0.4,0.2,1,0,0,13,"GA","Social Circle",0,0,18.5,1.65,"8600000US30025","13.8","23785","16.8729654",23.71,12,0.00141592920353982,0,38,0,0.42523387,4767
"299",30030,122260,"30030","13_Decatur","Decatur","22052","13","G13022052",0,0,1,0,0,2,0.4,0.8,4,0,0,13,"GA","Decatur",1,0,18.5,1.65,"8600000US30030","14.3","40044","48.9592337",79.52,197,0.00759444872783346,3e-04,39,0,0.425510167,739956
"300",30045,122680,"30045","13_Lawrenceville","Lawrenceville","45488","13","G13045488",0,1,0,1,1,0,0,0.8,4,1,0.2,13,"GA","Lawrenceville",1,0,18.5,1.65,"8600000US30045","7.1","25438","23.6278704",44.84,32,0.0010122417992598,0,38,0,0.42523387,789499
"301",30047,181746,"30047","13_Lilburn","Lilburn","46356","13","G13046356",0,0,0,1,0,1,0.2,0.6,3,1,0.2,13,"GA","Lilburn",0,0,18.5,1.65,"8600000US30047","11.8","28253","30.2803147",44.84,73,0.00122290347438604,1e-04,38,0,0.42523387,11599
"302",30083,181575,"30083","13_Stone Mountain","Stone Mountain","73816","13","G13073816",1,0,0,0,1,0,0,0,0,0,0,13,"GA","Stone Mountain",0,0,18.5,1.65,"8600000US30083","19.2","20614","22.6597683",79.52,41,0.000840146718304953,1e-04,38,0,0.42523387,7650
"303",30096,181639,"30096","13_Duluth","Duluth","24600","13","G13024600",1,0,0,0,0,0,0,0.4,2,0,0,13,"GA","Duluth",0,0,18.5,1.65,"8600000US30096","15.4","25475","29.4932517",44.84,45,0.000705318098462407,1e-04,38,0,0.42523387,26125
"304",30114,181594,"30114","13_Canton","Canton","12988","13","G13012988",1,0,0,0,0,0,0,0.4,2,0,0,13,"GA","Canton",0,0,18.5,1.65,"8600000US30114","12.9","27472","23.61342",24.13,32,0.000667584595485459,0,40,0,0.426112986,22724
"305",30132,181632,"30132","13_Dallas","Dallas","21324","13","G13021324",1,0,0,0,1,0,0,0.6,3,0,0,13,"GA","Dallas",0,0,18.5,1.65,"8600000US30132","11.2","22866","17.6567762",30.54,19,0.000635111645941971,0,40,0,0.426112986,10584
"306",30134,122472,"30134","13_Douglasville","Douglasville","23900","13","G13023900",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Douglasville",1,0,18.5,1.65,"8600000US30134","13.4","21943","16.0589066",50.93,23,0.000524658971668416,0,39,0,0.425510167,127932
"307",30188,181658,"30188","13_Woodstock","Woodstock","84176","13","G13084176",1,0,0,1,1,0,0,0.8,4,0,0,13,"GA","Woodstock",0,0,18.5,1.65,"8600000US30188","6.2","30731","28.2816139",24.13,60,0.00116606743756681,1e-04,40,0,0.426112986,23141
"308",30213,122609,"30213","13_Fairburn","Fairburn","28380","13","G13028380",1,0,0,1,1,2,0.4,0.6,3,0,0,13,"GA","Fairburn",0,0,18.5,1.65,"8600000US30213","14.2","25360","23.7662139",67.64,11,0.000418425957624862,0,39,0,0.425510167,11024
"309",30236,181732,"30236","13_Jonesboro","Jonesboro","42604","13","G13042604",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Jonesboro",0,0,18.5,1.65,"8600000US30236","16.2","21314","18.4228653",83.33,32,0.000684623777839584,0,38,0,0.42523387,4131
"310",30260,181756,"30260","13_Lake City","Lake City","44508","13","G13044508",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Lake City",0,0,18.5,1.65,"8600000US30260","14.3","18899","15.0486268",83.33,11,0.000457095366715147,0,38,0,0.42523387,2682
"311",30269,181766,"30269","13_Peachtree City","Peachtree City","59724","13","G13059724",1,0,0,0,0,1,0.2,0.4,2,0,0,13,"GA","Peachtree City",0,0,18.5,1.65,"8600000US30269","5.6","39414","39.4903574",34.54,57,0.00163614443997933,1e-04,39,0,0.425510167,34788
"312",30274,181775,"30274","13_Riverdale","Riverdale","65464","13","G13065464",1,0,0,0,0,0,0,0,0,0,0,13,"GA","Riverdale",0,0,18.5,1.65,"8600000US30274","21.6","16931","13.3409709",83.33,9,0.000252072596907909,0,39,0,0.425510167,15279
"313",30286,122756,"30286","13_Thomaston","Thomaston","76168","13","G13076168",0,0,0,0,0,2,0.4,0.4,2,0,0,13,"GA","Thomaston",0,0,18.5,1.65,"8600000US30286","21.7","16815","10.3610938",35.77,15,0.000634732566012187,0,39,0,0.425510167,27530
"314",30290,255226,"30290","13_Tyrone","Tyrone","78044","13","G13078044",1,0,0,0,0,0,0,0,0,0,0,13,"GA","Tyrone",0,0,18.5,1.65,"8600000US30290","4.5","40049","34.3939115",34.54,6,0.000720980533525595,0,39,0,0.425510167,6492
"315",30297,122292,"30297","13_Forest Park","Forest Park","30536","13","G13030536",1,0,0,1,0,0,0,0,0,0,0,13,"GA","Forest Park",0,0,18.5,1.65,"8600000US30297","33.3","12157","6.0033359",83.33,7,0.0002518076189791,0,39,0,0.425510167,21726
"316",30303,181806,"30303","13_Atlanta","Atlanta","04000","13","G13004000",0,1,1,1,1,0,0,0.8,4,3,0.6,13,"GA","Atlanta",1,0,18.5,1.65,"8600000US30303","45.5","20255","33.7439858",67.64,9,0.00256922637739081,0,39,0,0.425510167,1014932
"317",30427,181847,"30427","13_Glennville","Glennville","33336","13","G13033336",0,0,0,0,0,0,0,0.6,3,0,0,13,"GA","Glennville",0,0,18.5,1.65,"8600000US30427","18.7","17532","14.0621982",29,1,8.94214432620942e-05,0,38,0,0.42523387,5397
"318",30467,123065,"30467","13_Sylvania","Sylvania","75160","13","G13075160",1,1,0,0,0,1,0.2,0.4,2,1,0.2,13,"GA","Sylvania",0,0,18.5,1.65,"8600000US30467","21.4","17156","11.2852435",46.91,5,0.000393205410506449,0,44,0,0.428459181,2511
"319",30523,123123,"30523","13_Clarkesville","Clarkesville","16460","13","G13016460",0,0,0,0,0,0,0,0.6,3,0,0,13,"GA","Clarkesville",0,0,18.5,1.65,"8600000US30523","9","27366","22.9161386",19.77,30,0.00235091293785753,0,39,0,0.425510167,43056
"320",30534,181911,"30534","13_Dawsonville","Dawsonville","21940","13","G13021940",0,0,0,0,1,1,0.2,0.2,1,0,0,13,"GA","Dawsonville",0,0,18.5,1.65,"8600000US30534","14.4","24320","17.7540312",16.53,20,0.00074744001793856,0,40,0,0.426112986,22006
"321",30549,424930,"30549","13_Jefferson","Jefferson","41988","13","G13041988",1,0,0,0,0,1,0.2,0.4,2,0,0,13,"GA","Jefferson",0,0,18.5,1.65,"8600000US30549","14","24174","17.6960749",21.78,12,0.000557517190113362,0,38,0,0.42523387,7911
"322",30577,181919,"30577","13_Toccoa","Toccoa","76756","13","G13076756",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Toccoa",0,0,18.5,1.65,"8600000US30577","23","18797","13.4430721",26.02,17,0.000725194096066888,0,44,0,0.428459181,25493
"323",30577,181920,"30577","13_Toccoa","Toccoa","76756","13","G13076756",1,0,0,0,0,1,0.2,0,0,0,0,13,"GA","Toccoa",0,0,18.5,1.65,"8600000US30577","23","18797","13.4430721",26.02,17,0.000725194096066888,0,44,0,0.428459181,9150
"324",30742,181989,"30742","13_Fort Oglethorpe","Fort Oglethorpe","30956","13","G13030956",1,0,0,0,0,0,0,0.2,1,0,0,13,"GA","Fort Oglethorpe",0,0,18.5,1.65,"8600000US30742","25","19461","11.6878294",24.85,2,0.000292782901478554,0,15,0,0.399357837,9663
"325",30809,123369,"30809","13_Evans","Evans","28044","13","G13028044",0,0,0,0,0,1,0.2,0.4,2,0,0,13,"GA","Evans",1,0,18.5,1.65,"8600000US30809","2.7","36163","34.3147873",28.54,40,0.00104816309417745,1e-04,44,0,0.428459181,110627
"326",31024,123450,"31024","13_Eatonton","Eatonton","26084","13","G13026084",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Eatonton",0,0,18.5,1.65,"8600000US31024","12.5","26803","17.1499025",34.21,13,0.000627413127413127,0,38,0,0.42523387,6373
"327",31028,182067,"31028","13_Centerville","Centerville","14920","13","G13014920",0,0,1,0,0,0,0,0.4,2,0,0,13,"GA","Centerville",0,0,18.5,1.65,"8600000US31028","9.8","27522","19.7727755",39.82,4,0.000708466170740347,0,38,0,0.42523387,7240
"328",31036,182088,"31036","13_Hawkinsville","Hawkinsville","37396","13","G13037396",1,0,0,0,0,1,0.2,0.4,2,0,0,13,"GA","Hawkinsville",0,0,18.5,1.65,"8600000US31036","12.8","17761","7.3606097",35.04,2,0.00016134236850597,0,38,0,0.42523387,4253
"329",31044,123506,"31044","13_Jeffersonville","Jeffersonville","42100","13","G13042100",0,0,0,0,0,2,0.4,0.4,2,0,0,13,"GA","Jeffersonville",0,0,18.5,1.65,"8600000US31044","28.1","17101","10.5363081",53.51,2,0.000721240533717995,0,38,0,0.42523387,10257
"330",31069,182106,"31069","13_Perry","Perry","60340","13","G13060340",1,0,0,0,0,0,0,0.4,2,0,0,13,"GA","Perry",0,0,18.5,1.65,"8600000US31069","10.9","23853","19.1726819",39.82,12,0.000611901483861098,0,38,0,0.42523387,12990
"331",31092,123539,"31092","13_Vienna","Vienna","79444","13","G13079444",0,0,0,0,0,1,0.2,0.2,1,0,0,13,"GA","Vienna",0,0,18.5,1.65,"8600000US31092","29.4","19331","13.6942356",51.78,2,0.000303536196691455,0,39,0,0.425510167,2851
"332",31201,182131,"31201","13_Macon","Macon","49000","13","G13049000",0,0,1,0,0,1,0.2,0,0,0,0,13,"GA","Macon",1,0,18.5,1.65,"8600000US31201","44.2","13902","14.2389497",59.05,6,0.000648648648648649,0,38,0,0.42523387,155216
"333",31305,182137,"31305","13_Darien","Darien","21716","13","G13021716",0,0,0,0,0,3,0.6,0.2,1,1,0.2,13,"GA","Darien",0,0,18.5,1.65,"8600000US31305","14.9","20522","15.4800076",46.95,6,0.000853727945361412,0,44,0,0.428459181,11455
"334",31321,182148,"31321","13_Pembroke","Pembroke","60004","13","G13060004",0,0,0,0,0,1,0.2,0.8,4,0,0,13,"GA","Pembroke",0,0,18.5,1.65,"8600000US31321","17.8","18992","13.4555228",28.52,6,0.000938526513374003,0,44,0,0.428459181,31173
"335",31328,355456,"31328","13_Tybee Island","Tybee Island","78036","13","G13078036",1,0,1,1,1,1,0.2,0.8,4,0,0,13,"GA","Tybee Island",0,0,18.5,1.65,"8600000US31328","7.5","34006","38.6287569",57.27,23,0.00692145651519711,0,44,0,0.428459181,3860
"336",31407,182169,"31407","13_Port Wentworth","Port Wentworth","62328","13","G13062328",0,0,0,0,0,0,0,0.8,4,0,0,13,"GA","Port Wentworth",0,0,18.5,1.65,"8600000US31407","17.4","22713","22.9681036",57.27,1,0.000159235668789809,0,44,0,0.428459181,4560
"337",31510,182180,"31510","13_Alma","Alma","01612","13","G13001612",1,0,0,0,0,1,0.2,0.4,2,0,0,13,"GA","Alma",0,0,18.5,1.65,"8600000US31510","21.9","16435","6.2235583",20.92,3,0.00031023784901758,0,38,0,0.42523387,3490
"338",31539,123808,"31539","13_Hazlehurst","Hazlehurst","37564","13","G13037564",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Hazlehurst",0,0,18.5,1.65,"8600000US31539","24.1","16621","9.2408256",25.96,6,0.000437956204379562,0,38,0,0.42523387,3876
"339",31635,207739,"31635","13_Lakeland","Lakeland","44592","13","G13044592",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Lakeland",0,0,18.5,1.65,"8600000US31635","21.6","18610","12.5162325",37.28,2,0.000372231528010422,0,53,0,0.439240627,8277
"340",31709,182293,"31709","13_Americus","Americus","02116","13","G13002116",0,0,0,0,0,2,0.4,0.2,1,0,0,13,"GA","Americus",0,0,18.5,1.65,"8600000US31709","29.3","21250","21.3532236",53.03,12,0.000810153929246557,0,39,0,0.425510167,16524
"341",31714,182300,"31714","13_Ashburn","Ashburn","03236","13","G13003236",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Ashburn",0,0,18.5,1.65,"8600000US31714","27.1","15755","8.7994697",40.51,1,0.000150217815832958,0,53,0,0.439240627,9228
"342",31750,207692,"31750","13_Fitzgerald","Fitzgerald","29528","13","G13029528",1,0,0,0,0,2,0.4,0.2,1,0,0,13,"GA","Fitzgerald",0,0,18.5,1.65,"8600000US31750","27.4","16546","11.1449069",43.12,14,0.000729888952609353,0,38,0,0.42523387,9185
"343",31763,182349,"31763","13_Leesburg","Leesburg","45768","13","G13045768",0,0,0,0,0,0,0,0,0,0,0,13,"GA","Leesburg",0,0,18.5,1.65,"8600000US31763","10.8","23808","15.1274283",23.8,9,0.000385438972162741,0,39,0,0.425510167,33761
"344",31793,124060,"31793","13_Tifton","Tifton","76476","13","G13076476",1,0,1,0,0,3,0.6,0.6,3,0,0,13,"GA","Tifton",0,0,18.5,1.65,"8600000US31793","12.1","21620","21.8616634",33.49,5,0.000630914826498423,0,53,0,0.439240627,17284
"345",32034,124159,"32034","12_Fernandina Beach","Fernandina Beach","22175","12","G12022175",1,0,1,0,1,0,0,0.2,1,0,0,12,"FL","Fernandina Beach",0,0,11,1.78,"8600000US32034","11.7","37474","29.4141618",27.93,95,0.00315342229303592,1e-04,38,0,0.42523387,11610
"346",32117,182479,"32117","12_Holly Hill","Holly Hill","31350","12","G12031350",1,0,0,0,0,1,0.2,0.8,4,1,0.2,12,"FL","Holly Hill",0,0,11,1.78,"8600000US32117","24.8","18294","10.1565612",52.87,60,0.0024374390640234,1e-04,73,0,0.462221851,13199
"347",32164,332021,"32164","12_Palm Coast","Palm Coast","54200","12","G12054200",1,1,0,1,1,2,0.4,0.8,4,0,0,12,"FL","Palm Coast",0,0,11,1.78,"8600000US32164","14.9","20922","17.3818125",50.8,80,0.00193143408981169,1e-04,73,0,0.462221851,72316
"348",32168,124225,"32168","12_New Smyrna Beach","New Smyrna Beach","48625","12","G12048625",1,0,0,0,0,0,0,0,0,0,0,12,"FL","New Smyrna Beach",0,0,11,1.78,"8600000US32168","11.3","26040","18.6803872",52.87,77,0.00306455464459126,1e-04,73,0,0.462221851,23325
"349",32177,124238,"32177","12_Palatka","Palatka","53875","12","G12053875",1,0,0,1,0,4,0.8,0.4,2,0,0,12,"FL","Palatka",0,0,11,1.78,"8600000US32177","27.7","17790","12.9913885",40.26,23,0.000804617806541893,0,73,0,0.462221851,10813
"350",32233,124412,"32233","12_Atlantic Beach","Atlantic Beach","02400","12","G12002400",1,1,0,0,0,1,0.2,0.8,4,0,0,12,"FL","Atlantic Beach",0,0,11,1.78,"8600000US32233","12.6","30440","26.1706275",49.04,74,0.00327578574590527,1e-04,73,0,0.462221851,13147
"351",32301,124454,"32301","12_Tallahassee","Tallahassee","70600","12","G12070600",0,1,1,1,1,0,0,0.2,1,2,0.4,12,"FL","Tallahassee",1,0,11,1.78,"8600000US32301","32.4","21422","39.0800991",62.22,90,0.00330481401241141,1e-04,83,0,0.47131788,264063
"352",32324,182538,"32324","12_Chattahoochee","Chattahoochee","11800","12","G12011800",1,0,0,0,0,0,0,0.2,1,0,0,12,"FL","Chattahoochee",0,0,11,1.78,"8600000US32324","34.8","15039","13.4182765",69.58,5,0.000958956655159187,0,39,0,0.425510167,3695
"353",32536,182634,"32536","12_Crestview","Crestview","15475","12","G12015475",0,0,0,0,0,1,0.2,1,5,0,0,12,"FL","Crestview",0,0,11,1.78,"8600000US32536","15.5","25330","16.5778574",27.33,13,0.000675359758948517,0,33,0,0.422076359,19444
"354",32580,182662,"32580","12_Valparaiso","Valparaiso","73675","12","G12073675",0,0,0,0,0,0,0,0.8,4,0,0,12,"FL","Valparaiso",0,0,11,1.78,"8600000US32580","4.7","28070","34.5867005",27.33,11,0.00259006357428773,0,33,0,0.422076359,6030
"355",32707,182703,"32707","12_Casselberry","Casselberry","11050","12","G12011050",1,1,0,0,1,0,0,0.8,4,0,0,12,"FL","Casselberry",0,0,11,1.78,"8600000US32707","11.6","25796","22.4813633",48.6,53,0.00150683763113752,1e-04,73,0,0.462221851,24759
"356",32725,252579,"32725","12_Deltona","Deltona","17200","12","G12017200",1,0,0,0,0,0,0,0.8,4,0,0,12,"FL","Deltona",0,0,11,1.78,"8600000US32725","12","20969","13.0047096",52.87,57,0.00125855597262089,1e-04,73,0,0.462221851,84408
"357",32744,303044,"32744","12_Lake Helen","Lake Helen","38025","12","G12038025",0,0,0,0,0,1,0.2,0.6,3,0,0,12,"FL","Lake Helen",0,0,11,1.78,"8600000US32744","9.3","24164","17.873525",52.87,17,0.00505651397977394,0,73,0,0.462221851,2784
"358",32750,182744,"32750","12_Longwood","Longwood","41250","12","G12041250",1,0,0,0,0,0,0,0,0,0,0,12,"FL","Longwood",0,0,11,1.78,"8600000US32750","5.6","28284","24.9003453",48.6,55,0.00236518448438978,1e-04,73,0,0.462221851,13493
"359",32778,125096,"32778","12_Tavares","Tavares","71225","12","G12071225",0,0,1,1,1,4,0.8,0.4,2,2,0.4,12,"FL","Tavares",0,0,11,1.78,"8600000US32778","12.8","24988","14.0848397",43.19,54,0.00291639662994167,1e-04,73,0,0.462221851,307243
"360",32903,182837,"32903","12_Indialantic","Indialantic","33375","12","G12033375",1,0,0,0,0,0,0,0,0,0,0,12,"FL","Indialantic",0,0,11,1.78,"8600000US32903","10.9","44370","42.2507461",44.75,57,0.00431981811292156,1e-04,73,0,0.462221851,2931
"361",32907,182849,"32907","12_Palm Bay","Palm Bay","54000","12","G12054000",1,0,0,0,0,1,0.2,0.8,4,3,0.6,12,"FL","Palm Bay",1,0,11,1.78,"8600000US32907","13","21591","14.8896114",44.75,70,0.00165090445980048,1e-04,73,0,0.462221851,100786
"362",32951,182876,"32951","12_Melbourne Beach","Melbourne Beach","44000","12","G12044000",1,0,0,0,0,0,0,0,0,0,0,12,"FL","Melbourne Beach",0,0,11,1.78,"8600000US32951","6.1","42099","40.7822096",44.75,77,0.00663507109004739,1e-04,73,0,0.462221851,3150
"363",32963,125367,"32963","12_Indian River Shores","Indian River Shores","33600","12","G12033600",1,0,0,0,0,0,0,0,0,0,0,12,"FL","Indian River Shores",0,0,11,1.78,"8600000US32963","4.4","87038","57.8187927",42.51,87,0.00567329638082817,1e-04,73,0,0.462221851,3393
"364",33009,182905,"33009","12_Hallandale Beach","Hallandale Beach","28452","12","G12028452",1,1,1,1,1,3,0.6,0.6,3,0,0,12,"FL","Hallandale Beach",0,0,11,1.78,"8600000US33009","21.7","24622","21.4526795",67.45,71,0.00182280300890863,1e-04,72,0,0.46185384,38683
